交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易
2017/5/2,TXO,201706,11800,買權,0.3,0.3,0.3,0.3,5,0.1,245,0,60,1,0.2,
2017/5/2,TXO,201706,11800,賣權,0,0,0,0,0,1880,0,1510,2400,2290,1940,
2017/5/2,TXO,201706,12000,買權,0,0,0,0,0,0.1,419,0,50,2,0.2,
2017/5/2,TXO,201706,12000,賣權,0,0,0,0,0,2080,0,1710,2600,2440,2070,
2017/5/2,TXO,201707,8100,買權,0,0,0,0,0,1650,0,1120,2010,1710,1430,
2017/5/2,TXO,201707,8100,賣權,3.9,4,3.9,4,38,4,639,3.9,4,14.5,3.9,
2017/5/2,TXO,201707,8200,買權,0,0,0,0,0,1550,0,1030,1910,0,0,
2017/5/2,TXO,201707,8200,賣權,4.7,4.7,4.7,4.7,19,4.7,51,2.7,8,17.5,4.7,
2017/5/2,TXO,201707,8300,買權,0,0,0,0,0,1450,0,935,1810,0,0,
2017/5/2,TXO,201707,8300,賣權,0,0,0,0,0,5.5,82,3.4,5.5,22,6,
2017/5/2,TXO,201707,8400,買權,0,0,0,0,0,1360,0,840,1710,0,0,
2017/5/2,TXO,201707,8400,賣權,6.6,6.6,6.3,6.5,25,6.5,73,4.4,12,25,6.3,
2017/5/2,TXO,201707,8500,買權,0,0,0,0,0,1260,0,745,1610,0,0,
2017/5/2,TXO,201707,8500,賣權,7.7,7.7,7.1,7.4,37,7.4,207,7.1,13,33.5,7.1,
2017/5/2,TXO,201707,8600,買權,0,0,0,0,0,1160,0,655,1510,0,0,
2017/5/2,TXO,201707,8600,賣權,8.8,9.2,8.1,8.6,124,8.6,259,8.3,17,42,8.1,
2017/5/2,TXO,201707,8700,買權,0,0,0,0,0,1060,0,570,1410,0,0,
2017/5/2,TXO,201707,8700,賣權,9.8,11,9.7,9.8,62,9.8,308,9.9,11,51,9.7,
2017/5/2,TXO,201707,8800,買權,0,0,0,0,0,965,0,57,1310,0,0,
2017/5/2,TXO,201707,8800,賣權,15,15,11.5,13,202,13,1601,11.5,12.5,64,11.5,
2017/5/2,TXO,201707,8900,買權,0,0,0,0,0,865,1,261,1210,760,565,
2017/5/2,TXO,201707,8900,賣權,16,16.5,14.5,14.5,232,14.5,840,13,15,87,14.5,
2017/5/2,TXO,201707,9000,買權,0,0,0,0,0,770,1,490,845,620,488,
2017/5/2,TXO,201707,9000,賣權,22,22,18,18.5,450,18.5,2499,17,19.5,100,18,
2017/5/2,TXO,201707,9100,買權,0,0,0,0,0,675,0,491,960,0,0,
2017/5/2,TXO,201707,9100,賣權,27,27.5,23,24.5,373,24.5,920,24.5,25,120,23,
2017/5/2,TXO,201707,9200,買權,0,0,0,0,0,585,6,391,865,461,350,
2017/5/2,TXO,201707,9200,賣權,40,40,31.5,32.5,241,32.5,458,25,33.5,155,31.5,
2017/5/2,TXO,201707,9300,買權,0,0,0,0,0,495,13,326,770,445,320,
2017/5/2,TXO,201707,9300,賣權,55,55,43,44,358,44,570,21,45,189,43,
2017/5/2,TXO,201707,9400,買權,0,0,0,0,0,412,51,204,655,350,223,
2017/5/2,TXO,201707,9400,賣權,72,72,58,60,317,60,598,58,61,210,58,
2017/5/2,TXO,201707,9500,買權,0,0,0,0,0,334,35,140,680,298,169,
2017/5/2,TXO,201707,9500,賣權,91,93,79,82,2357,82,814,82,84,264,79,
2017/5/2,TXO,201707,9600,買權,260,272,260,260,11,260,62,107,265,272,126,
2017/5/2,TXO,201707,9600,賣權,120,121,105,108,2640,108,2635,108,113,330,105,
2017/5/2,TXO,201707,9700,買權,190,208,190,201,24,201,75,194,209,208,92,
2017/5/2,TXO,201707,9700,賣權,161,161,142,146,873,146,853,144,150,327,142,
2017/5/2,TXO,201707,9800,買權,138,158,138,147,106,147,164,140,154,158,61,
2017/5/2,TXO,201707,9800,賣權,197,202,191,196,101,196,122,197,199,383,191,
2017/5/2,TXO,201707,9900,買權,94,110,94,102,150,102,471,100,116,110,40,
2017/5/2,TXO,201707,9900,賣權,257,257,251,255,3,255,39,250,261,440,251,
2017/5/2,TXO,201707,10000,買權,67,77,63,71,347,71,978,70,71,77,25.5,
2017/5/2,TXO,201707,10000,賣權,316,321,315,315,11,315,8,316,720,437,315,
2017/5/2,TXO,201707,10200,買權,25,32.5,25,29,756,29,2798,28,29,32.5,10.5,
2017/5/2,TXO,201707,10200,賣權,0,0,0,0,0,476,0,303,875,0,0,
2017/5/2,TXO,201707,10400,買權,10,13.5,10,11.5,1268,11.5,1664,12,12.5,13.5,4.7,
2017/5/2,TXO,201707,10400,賣權,0,0,0,0,0,660,0,281,1190,0,0,
2017/5/2,TXO,201707,10600,買權,4.8,5.6,4.8,5.6,153,5.6,417,5,5.7,5.6,2.8,
2017/5/2,TXO,201707,10600,賣權,0,0,0,0,0,850,0,520,1390,1240,1050,
2017/5/2,TXO,201707,10800,買權,2.6,2.9,2.6,2.9,17,2.9,45,1,3,2.9,1.7,
2017/5/2,TXO,201707,10800,賣權,0,0,0,0,0,1050,0,705,1590,1450,1210,
2017/5/2,TXO,201707,11000,買權,0,0,0,0,0,1.8,81,0,1.8,1.4,1,
2017/5/2,TXO,201707,11000,賣權,0,0,0,0,0,1250,0,895,1790,0,0,
2017/5/2,TXO,201707,11200,買權,1,1,1,1,1,1,4,0,1.1,1.2,1,
2017/5/2,TXO,201707,11200,賣權,0,0,0,0,0,1450,0,1090,1990,1840,1650,
2017/5/2,TXO,201707,11400,買權,0.8,0.9,0.6,0.6,351,0.6,300,0,0.9,0.9,0.6,
2017/5/2,TXO,201707,11400,賣權,0,0,0,0,0,1650,0,1290,2190,1860,1610,
2017/5/2,TXO,201709,7200,買權,0,0,0,0,0,2340,25,1840,2720,2390,1610,
2017/5/2,TXO,201709,7200,賣權,6,6.6,5.8,6.6,208,6.6,5070,6.1,6.6,72,5.8,
2017/5/2,TXO,201709,7400,買權,0,0,0,0,0,2140,0,1640,2520,0,0,
2017/5/2,TXO,201709,7400,賣權,8,8.1,7.5,8.1,103,8.1,1682,7.5,17,92,7.5,
2017/5/2,TXO,201709,7600,買權,0,0,0,0,0,1950,5,1450,2330,1590,1300,
2017/5/2,TXO,201709,7600,賣權,9.3,9.8,9.3,9.5,31,9.5,941,9.5,11,116,9.3,
2017/5/2,TXO,201709,7800,買權,0,0,0,0,0,1750,5,1260,2130,1410,1080,
2017/5/2,TXO,201709,7800,賣權,12,12.5,11.5,11.5,79,11.5,1451,10,13.5,148,11.5,
2017/5/2,TXO,201709,8000,買權,0,0,0,0,0,1550,14,1070,1930,1500,920,
2017/5/2,TXO,201709,8000,賣權,17,17,15,16,99,16,1938,15.5,85,186,15,
2017/5/2,TXO,201709,8200,買權,0,0,0,0,0,1360,2,960,1780,1200,760,
2017/5/2,TXO,201709,8200,賣權,21.5,22,20,21,170,21,1371,20.5,21.5,236,20,
2017/5/2,TXO,201709,8400,買權,0,0,0,0,0,1170,30,900,1600,1200,695,
2017/5/2,TXO,201709,8400,賣權,34,34,28.5,30,329,30,1535,29.5,30.5,293,28.5,
2017/5/2,TXO,201709,8600,買權,0,0,0,0,0,980,44,217,1410,1020,525,
2017/5/2,TXO,201709,8600,賣權,44,44.5,41,44,359,44,1427,44,47,363,41,
2017/5/2,TXO,201709,8800,買權,790,790,790,790,1,800,223,800,1060,845,374,
2017/5/2,TXO,201709,8800,賣權,69,69,60,62,171,62,1633,61,64,451,60,
2017/5/2,TXO,201709,9000,買權,620,645,620,635,27,635,378,630,650,735,285,
2017/5/2,TXO,201709,9000,賣權,100,100,90,94,507,94,1322,94,96,560,90,
2017/5/2,TXO,201709,9200,買權,476,493,476,492,74,481,419,478,484,580,203,
2017/5/2,TXO,201709,9200,賣權,141,143,134,138,351,138,773,139,140,650,134,
2017/5/2,TXO,201709,9400,買權,350,351,345,345,30,345,589,339,354,450,145,
2017/5/2,TXO,201709,9400,賣權,218,218,195,200,198,200,695,201,203,715,195,
2017/5/2,TXO,201709,9600,買權,219,242,219,237,138,237,1311,231,241,331,98,
2017/5/2,TXO,201709,9600,賣權,298,298,285,285,82,290,325,288,291,870,251,
2017/5/2,TXO,201709,9800,買權,139,153,139,147,73,147,2177,147,153,251,64,
2017/5/2,TXO,201709,9800,賣權,400,400,398,400,53,406,321,402,410,815,398,
2017/5/2,TXO,201709,10000,買權,84,91,84,89,618,89,3468,87,91,180,42,
2017/5/2,TXO,201709,10000,賣權,545,545,535,535,5,545,75,356,815,1170,535,
2017/5/2,TXO,201709,10400,買權,24.5,27.5,24.5,27,321,27,5337,27,28,90,15.5,
2017/5/2,TXO,201709,10400,賣權,0,0,0,0,0,885,6,428,1310,1520,915,
2017/5/2,TXO,201709,10800,買權,8,9.3,8,9.3,242,9.3,4566,3.1,9.6,41.5,6.7,
2017/5/2,TXO,201709,10800,賣權,0,0,0,0,0,1260,4,915,1780,2060,1890,
